sold_in_30,asking_price,bedrooms,bathrooms,heating,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,yr_built,yr_renovated
1,191000.0,3,1.0,oil,990,8255,1.0,poor,average,7,990,1953,0.0
1,350000.0,3,2.5,other,1640,10424,2.0,poor,average,7,1640,1988,0.0
1,458000.0,4,1.5,gas,1550,3000,1.5,poor,average,7,1350,1918,0.0
0,359950.0,3,1.0,gas,1290,189486,1.0,poor,good,7,1290,1960,0.0
0,1050000.0,3,3.0,oil,3250,5093,2.0,good,average,10,3250,2004,0.0
0,353000.0,3,1.75,oil,1260,11775,1.0,poor,very good,6,1260,1942,0.0
0,717550.0,3,3.5,oil,2840,4468,3.0,poor,average,10,2840,2006,0.0
1,167500.0,3,1.0,gas,760,3090,1.0,poor,fair,5,760,1903,0.0
1,550000.0,3,1.75,oil,2240,78225,2.0,poor,very good,8,2240,1976,0.0
1,700000.0,3,1.75,oil,1820,15570,1.0,average,average,8,1820,1948,0.0
0,480000.0,4,3.5,oil,3370,435600,2.0,good,average,9,3370,2005,0.0
1,240000.0,3,1.75,oil,1780,5000,1.5,poor,average,6,1080,1957,0.0
1,353000.0,4,2.75,gas,2200,268329,1.0,poor,average,7,1410,1989,0.0
0,660000.0,3,2.0,oil,2880,5100,1.5,poor,good,7,2080,1926,0.0
1,551000.0,3,1.0,oil,940,1948,1.0,poor,very good,6,940,1900,0.0
1,249950.0,4,1.75,gas,1620,10530,1.0,poor,average,7,1620,1968,0.0
1,575000.0,3,1.75,electric,1530,6743,1.0,poor,average,7,1410,1955,0.0
1,515000.0,4,2.5,gas,2890,7306,2.0,poor,average,7,2890,2006,0.0
1,235000.0,3,1.5,gas,1980,11214,1.0,poor,average,7,1980,1959,0.0
0,796000.0,3,1.0,gas,1980,3243,1.5,poor,average,8,1980,1912,0.0
1,270000.0,4,2.5,oil,1810,6509,2.0,poor,average,7,1810,1994,0.0
0,1710000.0,3,3.0,oil,2490,27702,2.0,very good,average,10,2490,2000,0.0
1,565000.0,3,1.0,oil,1610,4108,1.5,poor,very good,7,1610,1928,0.0
1,680000.0,1,2.5,oil,1820,3008,2.0,poor,average,7,1090,1910,2004.0
0,5570000.0,5,5.75,other,9200,35069,2.0,poor,average,13,6200,2001,0.0
1,425000.0,2,1.0,electric,1070,6625,1.0,poor,average,7,830,1950,0.0
0,864000.0,4,2.5,electric,3190,49658,2.0,poor,average,10,3190,1999,0.0
1,425000.0,2,1.0,oil,1270,6000,1.0,poor,average,7,1270,1939,0.0
1,374950.0,4,1.5,oil,1970,14490,1.5,poor,good,7,1970,1963,0.0
1,247000.0,3,2.25,oil,1640,7630,1.0,poor,good,8,1180,1968,0.0
1,355000.0,2,1.0,oil,1350,368517,1.0,poor,average,6,1350,1947,0.0
0,1340000.0,3,2.75,oil,2730,38869,1.5,very good,average,9,1940,1963,2001.0
0,402000.0,3,2.5,oil,2700,9994,1.0,good,good,7,1350,1959,0.0
0,1100000.0,3,3.0,oil,3700,16857,1.0,poor,average,10,2170,2000,0.0
1,610000.0,3,2.5,oil,2630,5827,2.0,poor,average,8,2630,2001,0.0
1,249950.0,3,1.5,oil,1090,7698,1.0,poor,very good,7,1090,1966,0.0
0,675000.0,4,3.5,gas,3090,100835,2.0,poor,average,9,3090,1999,0.0
1,448000.0,2,2.0,gas,1670,7772,1.0,poor,good,6,860,1919,0.0
1,819000.0,3,1.0,gas,1300,3600,2.0,poor,average,7,1300,1900,0.0
0,225000.0,4,2.5,gas,1700,6031,2.0,poor,average,8,1700,1994,0.0
0,812000.0,3,3.25,gas,3240,8338,2.0,poor,average,9,3240,2001,0.0
1,344000.0,1,1.5,oil,760,779,3.0,poor,average,8,760,2006,0.0
1,825000.0,4,1.5,oil,2040,6900,2.0,poor,average,9,2040,1903,0.0
1,476500.0,3,1.0,gas,1200,6120,1.0,poor,good,7,950,1945,0.0
0,379500.0,2,1.0,gas,960,5096,1.0,poor,very good,7,960,1949,0.0
1,620000.0,3,1.75,gas,2410,35236,1.0,poor,average,8,2410,1980,0.0
1,490000.0,3,1.0,electric,1910,8190,1.0,poor,good,7,1010,1946,0.0
1,470000.0,3,1.5,oil,1500,5000,1.5,poor,good,7,1140,1927,0.0
0,725000.0,4,2.5,oil,2650,18295,2.0,poor,average,8,2650,1986,0.0
0,390000.0,3,1.0,gas,1240,11108,1.0,poor,good,7,1240,1952,0.0
1,369000.0,3,2.5,gas,1320,1683,2.0,poor,average,8,1270,2004,0.0
0,500000.0,3,2.5,gas,3040,5326,2.0,poor,average,9,3040,2008,0.0
0,570000.0,2,1.0,oil,910,4301,1.0,poor,good,7,910,1923,0.0
1,284000.0,4,3.0,oil,2040,7145,1.0,poor,average,8,1490,1994,0.0
1,415000.0,2,1.0,oil,980,4108,1.0,poor,average,7,980,1947,0.0
1,197500.0,3,1.0,oil,980,3090,1.5,poor,average,6,980,1903,0.0
0,925000.0,4,3.75,gas,4420,9492,2.0,fair,average,9,3420,1962,0.0
0,639000.0,4,1.75,electric,1830,6000,1.0,poor,good,7,930,1939,0.0
0,910000.0,4,3.5,gas,4040,50479,2.0,poor,average,11,4040,1987,0.0
0,520000.0,3,2.0,gas,1410,2700,2.0,poor,good,7,1410,1902,0.0
1,702000.0,4,2.5,electric,3280,5876,2.0,poor,average,7,3280,2004,0.0
1,308000.0,4,2.5,oil,2020,7277,2.0,poor,average,8,2020,1993,0.0
0,2000000.0,5,4.0,gas,4580,4443,3.0,very good,average,10,4580,2004,0.0
1,306500.0,2,1.75,other,1310,10200,1.0,poor,good,6,1310,1947,0.0
0,716000.0,3,2.0,oil,1420,3600,1.5,poor,good,7,1420,1904,0.0
1,950000.0,4,3.0,oil,2980,44431,2.0,poor,fair,10,2640,1981,0.0
0,564500.0,4,2.25,oil,1950,6000,1.0,poor,average,7,1350,1961,0.0
1,393000.0,4,1.75,electric,1790,11801,1.0,poor,good,8,1790,1974,0.0
1,425000.0,5,1.75,oil,1400,5071,1.0,poor,average,5,1400,1916,0.0
1,327000.0,4,2.25,gas,1620,106722,1.0,poor,average,8,1200,1980,0.0
1,469000.0,3,3.25,gas,1370,1194,3.0,poor,average,8,1370,2004,0.0
0,525000.0,3,1.75,oil,1520,7875,1.0,poor,very good,8,1520,1969,0.0
1,618000.0,4,1.0,oil,1260,4080,1.0,poor,good,7,1260,1911,0.0
1,295500.0,4,2.5,gas,2830,7350,1.0,poor,average,8,1690,1982,0.0
0,567035.0,3,2.0,electric,2064,46173,2.0,poor,very good,7,2064,1903,0.0
1,300000.0,4,2.5,oil,2200,8065,2.0,poor,average,7,2200,1998,0.0
0,535000.0,3,1.0,gas,1290,6859,1.0,poor,good,7,1290,1941,0.0
0,555000.0,4,2.0,oil,1680,2600,1.0,poor,very good,7,840,1915,0.0
0,785200.0,3,2.25,oil,1840,3500,1.5,poor,very good,8,1540,1910,0.0
1,425000.0,4,2.5,gas,2440,5088,2.0,poor,average,7,2440,2007,0.0
0,275000.0,4,2.5,electric,2180,11132,1.0,poor,good,8,1620,1978,0.0
1,575000.0,2,1.75,other,1230,5418,1.0,poor,average,8,990,1949,0.0
1,320000.0,4,1.5,oil,2220,6811,1.0,poor,good,7,1270,1961,0.0
1,274000.0,3,1.75,other,1590,7620,1.0,poor,good,7,1090,1984,0.0
1,450000.0,4,1.5,oil,1860,7808,1.0,poor,average,7,1080,1953,0.0
1,263400.0,4,2.0,oil,1360,60548,1.0,poor,average,6,960,1960,0.0
1,418000.0,4,3.0,oil,2360,6250,1.0,average,average,7,1460,1960,0.0
1,430000.0,3,2.0,oil,1860,7500,1.0,poor,average,7,930,1909,0.0
1,297000.0,2,1.75,oil,1280,37373,1.0,poor,good,7,1280,1996,0.0
1,650000.0,4,2.25,oil,2330,7220,2.0,poor,average,8,1600,1988,0.0
0,554000.0,3,3.5,oil,3380,108900,2.0,poor,average,9,2700,1999,0.0
1,550000.0,3,2.0,oil,3650,843309,2.0,poor,good,7,3650,1991,0.0
1,300000.0,4,1.0,electric,1730,177657,1.5,poor,average,5,1730,1948,0.0
1,315000.0,2,1.0,gas,1030,8576,1.5,poor,very good,6,1030,1952,0.0
1,603000.0,3,1.0,oil,1790,5250,1.0,poor,average,7,1400,1943,0.0
0,530000.0,2,1.0,gas,840,3400,1.0,average,good,7,840,1924,0.0
1,221000.0,3,1.0,gas,1240,5250,1.5,poor,good,6,1240,1904,0.0
1,466000.0,4,2.25,oil,2170,8050,1.0,poor,average,7,1220,1976,0.0
1,197500.0,3,1.0,oil,1330,5412,2.0,poor,very good,7,1330,1905,0.0
1,280000.0,3,3.0,oil,1390,1080,2.0,poor,average,7,1140,2006,0.0
1,412000.0,2,1.5,gas,1240,3873,1.0,poor,good,6,860,1909,0.0
1,454000.0,2,1.0,electric,880,6731,1.0,poor,good,7,880,1950,0.0
0,250000.0,5,1.5,electric,2520,5753,1.5,poor,good,7,1510,1928,0.0
1,245000.0,5,1.75,oil,2020,7902,1.0,poor,average,7,1220,1962,0.0
1,290000.0,3,1.75,gas,2060,7251,1.0,poor,average,7,1350,1987,0.0
1,160000.0,2,1.0,oil,930,7742,1.0,poor,average,6,930,1933,0.0
0,1260000.0,2,1.5,other,2700,7225,1.5,very good,average,8,1660,1910,2008.0
1,185000.0,2,1.0,gas,670,6750,1.0,poor,good,5,670,1947,0.0
1,100000.0,2,1.0,oil,930,7623,1.0,poor,fair,6,930,1942,0.0
0,530000.0,4,2.25,gas,2410,14985,1.0,fair,good,7,1950,1965,0.0
1,203000.0,3,1.0,oil,1150,7156,1.0,poor,good,6,1150,1953,0.0
0,500000.0,3,1.0,oil,1150,5100,2.0,poor,average,8,1150,1911,2005.0
0,527200.0,3,1.75,electric,1460,4000,1.0,average,good,7,730,1929,0.0
0,549900.0,5,2.75,other,3060,7015,1.0,poor,very good,8,1600,1979,0.0
1,319000.0,2,1.0,oil,960,4400,1.0,poor,good,7,960,1951,0.0
0,421000.0,3,2.5,oil,1930,4505,1.0,good,good,7,1440,1973,0.0
0,690000.0,3,1.0,gas,1090,4000,1.5,poor,good,7,1090,1945,0.0
0,238000.0,4,1.75,electric,1650,6900,1.0,poor,average,7,910,1978,1993.0
1,302500.0,3,2.5,electric,1690,4476,2.0,poor,average,7,1690,2008,0.0
1,456000.0,3,1.5,oil,1440,28516,1.0,poor,good,7,1440,1975,0.0
1,585000.0,3,1.75,electric,2220,216493,1.0,average,average,8,2220,1989,0.0
1,268000.0,3,2.5,other,1850,6676,2.0,poor,average,7,1850,1986,0.0
1,345000.0,3,1.0,oil,1120,10176,1.0,poor,average,6,920,1905,0.0
0,539000.0,4,2.5,gas,2340,19850,2.0,poor,average,9,2340,1993,0.0
0,900000.0,3,2.5,oil,1920,7200,2.0,average,average,10,1780,1997,0.0
0,345000.0,3,1.75,gas,1540,6909,1.0,poor,good,7,920,1955,0.0
1,534500.0,3,2.5,oil,1700,3150,2.0,poor,average,8,1700,2005,0.0
0,1210000.0,3,2.75,electric,3150,5520,1.5,poor,good,8,2130,1925,0.0
1,495000.0,2,1.75,electric,1280,4000,1.0,poor,good,7,730,1929,0.0
1,435000.0,4,2.5,oil,2190,6578,2.0,poor,average,7,2190,2004,0.0
0,799000.0,4,2.5,electric,2590,7910,2.0,poor,average,9,2590,2001,0.0
1,700000.0,4,2.5,oil,2580,15031,2.0,poor,average,9,2580,1999,0.0
1,760000.0,4,2.5,gas,4660,7157,2.0,poor,average,9,3020,2003,0.0
0,293000.0,4,2.5,oil,2019,4435,2.0,good,average,8,2019,2008,0.0
1,240000.0,3,1.0,other,1030,15264,1.0,poor,good,7,1030,1962,0.0
1,285000.0,3,2.0,gas,1460,6377,1.0,poor,average,7,1460,1995,0.0
1,325000.0,4,2.5,gas,1960,3543,2.0,poor,average,7,1960,2004,0.0
0,370000.0,3,2.5,gas,2490,18525,2.0,good,average,8,2490,1995,0.0
0,800000.0,4,2.5,gas,2680,7200,1.0,poor,average,8,1380,1952,2013.0
0,626500.0,3,1.75,gas,1610,3210,1.0,poor,very good,7,910,1928,0.0
0,1160000.0,4,2.5,oil,4240,43995,2.0,poor,average,10,4240,1989,0.0
0,1410000.0,4,3.5,oil,3410,10769,2.0,poor,average,10,3410,2008,0.0
0,1020000.0,3,3.25,gas,3620,4000,2.0,poor,average,10,2730,2005,0.0
1,652500.0,4,2.25,gas,2220,130244,2.0,poor,average,8,2220,1989,0.0
0,898000.0,4,2.5,gas,3700,63991,2.0,poor,average,10,3700,1992,0.0
1,295000.0,4,1.75,gas,1400,11934,1.0,poor,average,7,1050,1961,0.0
1,560000.0,4,3.0,oil,2170,5764,2.0,poor,average,8,2170,1992,0.0
1,380000.0,2,1.0,oil,1140,75132,1.0,poor,average,7,1140,1956,0.0
1,415900.0,3,2.5,oil,1670,22703,1.0,poor,average,7,1310,1988,0.0
1,475000.0,2,1.75,oil,1710,8645,1.0,poor,good,7,1510,1923,0.0
1,390000.0,3,2.25,other,1650,6250,1.5,poor,average,7,1650,1910,0.0
0,725000.0,6,3.0,oil,3110,5000,1.5,poor,very good,7,1810,1921,0.0
1,605000.0,3,2.25,oil,2080,12134,1.0,poor,good,8,1530,1973,0.0
1,302000.0,3,1.0,oil,1600,1950,2.0,poor,fair,7,1600,1906,0.0
1,405000.0,3,1.0,gas,1250,7280,1.0,poor,average,7,1250,1975,0.0
0,560200.0,3,2.5,oil,1990,3984,2.0,poor,average,8,1990,2004,0.0
0,1040000.0,4,3.25,gas,3450,11240,2.0,good,good,10,2430,1960,2001.0
1,570000.0,3,1.0,oil,1030,4089,1.5,poor,average,7,1030,1927,0.0
0,650000.0,4,2.0,oil,1930,3976,1.5,poor,good,8,1930,1914,0.0
0,690000.0,2,1.75,gas,1600,4000,1.0,poor,very good,7,850,1918,0.0
1,413500.0,2,1.0,other,770,4000,1.0,poor,very good,5,770,1924,0.0
0,765000.0,3,2.5,oil,2300,9752,2.0,average,average,8,2300,1968,2003.0
1,205000.0,2,1.0,oil,900,4397,1.0,poor,average,6,900,1918,0.0
1,556000.0,4,2.5,gas,2240,5402,2.0,poor,average,8,2240,2005,0.0
1,540000.0,4,2.5,oil,1780,4169,2.0,poor,average,8,1780,1994,0.0
1,423000.0,4,2.5,oil,2320,4254,2.0,poor,average,8,2320,2004,0.0
1,375000.0,3,1.75,electric,1590,14766,1.0,poor,average,8,1590,1963,0.0
0,1080000.0,5,4.75,gas,5180,17811,2.0,average,average,11,4070,2001,0.0
1,267500.0,2,1.0,electric,1747,12250,2.5,poor,good,6,1747,1948,0.0
1,299800.0,4,2.5,other,2410,4708,2.0,poor,average,8,2410,2002,0.0
1,430000.0,4,1.75,oil,2070,9120,1.0,poor,good,7,1250,1958,0.0
1,775000.0,5,1.0,gas,1860,3040,1.5,poor,average,7,1530,1921,0.0
1,336000.0,3,2.0,gas,1060,11765,1.0,poor,good,6,1060,1951,0.0
1,328000.0,2,2.25,gas,1550,2079,2.0,poor,average,8,1550,2008,0.0
0,572500.0,3,1.0,oil,1590,4600,1.5,poor,good,7,1290,1926,0.0
0,600000.0,3,1.75,gas,1650,5100,1.0,poor,very good,7,1040,1908,0.0
0,412000.0,4,3.0,gas,2430,7242,2.0,poor,average,8,2430,2003,0.0
0,827500.0,3,2.5,gas,1810,7200,1.0,poor,very good,7,1310,1960,0.0
1,415000.0,3,2.5,gas,1280,5040,2.0,poor,good,7,1280,1985,0.0
0,750000.0,7,2.75,oil,3410,4056,1.5,poor,good,8,2130,1906,0.0
1,420000.0,3,1.0,gas,1060,6000,1.0,poor,average,8,1060,1954,0.0
1,499000.0,4,2.5,oil,2680,10590,2.0,poor,average,8,2680,2004,0.0
0,650000.0,4,3.5,gas,3270,15704,2.0,poor,average,9,2110,1990,0.0
0,248500.0,4,1.75,gas,1720,10018,1.0,poor,very good,7,1720,1960,0.0
1,538000.0,4,2.5,oil,3260,10032,1.0,poor,average,8,1960,1978,0.0
1,425000.0,3,2.25,oil,1260,3000,2.0,poor,average,7,1260,2003,0.0
1,190000.0,3,1.0,oil,1180,8775,1.0,poor,average,7,1180,1966,0.0
1,666000.0,3,2.25,oil,2780,31510,2.0,poor,average,8,2780,1979,0.0
1,353000.0,4,2.75,oil,1920,4627,1.0,poor,average,8,1010,1998,0.0
1,260000.0,2,1.0,other,750,6720,1.0,poor,average,6,750,1916,0.0
0,921000.0,3,2.25,oil,2380,11200,1.0,poor,good,8,2380,1963,0.0
1,319000.0,2,1.0,gas,750,6380,1.0,poor,average,7,750,1949,0.0
1,280000.0,3,1.0,oil,1160,10881,1.0,poor,fair,7,920,1983,0.0
1,372977.0,3,2.5,oil,1690,1618,2.0,poor,average,8,1150,2014,0.0
0,934550.0,4,3.25,oil,2320,5900,1.5,average,good,9,2320,1910,0.0
0,154000.0,2,1.0,electric,1040,20524,1.0,good,average,6,1040,1949,1989.0
1,196900.0,3,1.0,oil,1270,7500,1.0,poor,average,6,1270,1954,0.0
1,275000.0,4,2.5,gas,2120,6754,2.0,poor,average,7,2120,1998,0.0
1,390000.0,4,2.75,oil,1790,47250,1.0,poor,average,7,1220,1987,0.0
0,660000.0,5,2.25,oil,3740,14913,1.5,poor,good,9,3740,1979,0.0
1,717000.0,3,2.5,oil,2480,5137,2.0,poor,average,9,2480,2000,0.0
1,260000.0,5,2.5,gas,2580,11250,1.0,poor,average,7,1410,1964,0.0
1,745000.0,3,2.0,oil,2290,5001,1.0,poor,good,7,1490,1960,0.0
1,470000.0,4,2.5,oil,2320,12042,1.0,poor,good,7,1320,1975,0.0
0,497000.0,3,3.0,gas,2060,1850,2.0,poor,average,8,1400,2007,0.0
1,716100.0,3,1.0,oil,1640,4000,1.5,poor,very good,7,1640,1909,0.0
1,371000.0,4,1.0,gas,1960,94525,1.5,poor,average,6,1960,1979,0.0
0,616000.0,3,3.25,oil,2130,2306,2.0,fair,very good,7,1420,1924,0.0
1,259000.0,3,2.0,oil,1390,7120,1.0,poor,average,7,1390,1988,0.0
0,538000.0,3,1.75,electric,1400,3825,1.5,poor,good,6,1100,1904,0.0
1,369950.0,3,1.0,electric,1110,7603,1.0,poor,average,7,1110,1967,0.0
1,227500.0,3,1.0,gas,1540,9450,1.0,poor,good,7,1540,1960,0.0
1,354800.0,3,2.0,oil,1370,78408,1.0,poor,very good,7,1370,1964,0.0
0,650000.0,4,2.25,gas,1910,5120,1.0,poor,average,8,1300,1954,0.0
1,224975.0,3,1.0,oil,960,12745,1.0,poor,good,6,960,1977,0.0
0,600000.0,2,1.75,gas,2080,13054,1.0,fair,average,7,2080,1951,0.0
1,437500.0,3,2.25,electric,1790,7700,1.0,poor,good,7,1340,1976,0.0
1,567000.0,3,2.5,gas,2540,6093,2.0,poor,average,9,2540,1999,0.0
1,370000.0,2,1.0,oil,900,4600,1.0,poor,average,6,900,1951,0.0
1,310000.0,3,1.75,electric,2070,37904,1.0,poor,good,7,1420,1973,0.0
1,475000.0,4,2.5,electric,2240,7245,1.0,poor,good,7,1140,1972,0.0
0,760000.0,3,1.75,gas,1410,15120,1.0,poor,good,7,1410,1950,0.0
0,689000.0,4,2.75,oil,3220,16145,2.0,poor,average,10,3220,1993,0.0
0,415000.0,3,1.75,oil,1960,5000,1.0,poor,very good,6,980,1911,0.0
1,195000.0,3,1.75,electric,1070,6110,1.0,poor,good,7,1070,1968,0.0
0,404000.0,4,3.0,gas,4060,35621,1.0,poor,average,9,2030,1989,0.0
1,215000.0,3,1.0,oil,1260,7897,1.0,poor,average,7,1260,1979,0.0
1,339900.0,3,2.5,oil,2420,7423,2.0,poor,average,8,2420,1990,0.0
1,285000.0,1,1.5,gas,810,3211,2.0,poor,good,7,810,1982,0.0
1,550000.0,3,1.0,gas,1600,5000,1.5,poor,average,7,1110,1947,0.0
1,219000.0,3,1.0,other,970,7790,1.0,poor,average,6,970,1967,0.0
1,233000.0,3,2.0,gas,1350,7686,1.0,poor,average,7,1350,1989,0.0
1,248000.0,3,1.75,oil,1840,19501,1.0,poor,good,8,1270,1972,0.0
0,950000.0,4,2.5,oil,1700,4418,2.0,poor,average,8,1700,1931,2000.0
1,407500.0,5,2.0,oil,2740,8230,1.5,poor,average,7,2210,1962,0.0
0,224000.0,3,1.5,oil,1560,7300,1.0,poor,good,7,1040,1964,0.0
0,261000.0,4,1.75,gas,1820,9824,1.0,poor,very good,7,1820,1968,0.0
0,719000.0,3,3.0,oil,1833,1706,3.0,poor,average,9,1833,1998,0.0
1,375000.0,3,1.5,oil,1370,9720,2.0,poor,average,7,1370,1968,0.0
0,988830.0,5,3.25,electric,4115,7910,2.0,poor,average,9,4115,2014,0.0
1,330000.0,5,2.5,oil,3597,4972,2.0,poor,average,7,3597,2006,0.0
1,147500.0,3,1.5,electric,1230,10125,1.0,poor,average,7,1230,1960,0.0
0,320000.0,4,2.5,oil,2190,7125,2.0,poor,very good,8,2190,1978,0.0
1,382500.0,3,1.75,gas,1040,9000,1.0,poor,good,7,1040,1967,0.0
0,2050000.0,5,4.0,gas,4690,8208,2.0,poor,average,9,3040,1926,0.0
0,220000.0,4,2.25,gas,1950,7280,2.0,poor,good,8,1950,1979,0.0
0,679950.0,4,2.5,gas,2850,5664,2.0,poor,average,9,2850,2001,0.0
0,600000.0,7,2.25,electric,3170,36384,2.0,poor,average,8,3170,1969,0.0
0,950000.0,5,2.5,oil,3450,35880,2.0,poor,average,11,3450,1992,0.0
1,700000.0,3,1.5,oil,1460,78408,1.0,poor,good,7,1460,1963,0.0
1,369500.0,3,1.75,other,1300,20700,1.0,poor,average,7,1300,1962,0.0
0,1150000.0,4,2.5,electric,1940,4875,2.0,poor,good,9,1940,1925,0.0
0,825000.0,5,2.5,oil,2890,5110,2.0,average,average,9,2890,2003,0.0
1,265000.0,3,1.75,electric,1680,9769,1.0,poor,average,8,1340,1989,0.0
1,330000.0,4,1.75,electric,2440,7350,1.0,poor,average,8,1610,1978,0.0
0,350000.0,4,2.5,gas,2800,9538,2.0,poor,average,8,2800,1993,0.0
1,325000.0,4,2.25,oil,2460,7620,1.0,poor,average,7,1230,1969,0.0
1,255000.0,1,1.0,gas,810,5000,1.0,fair,average,7,590,1936,0.0
0,952000.0,2,1.75,gas,3490,88909,1.0,good,average,10,2320,1980,0.0
0,365000.0,3,2.5,electric,2200,7350,1.0,poor,very good,8,1570,1988,0.0
1,332900.0,3,1.5,other,1190,11996,1.0,poor,good,7,1190,1969,0.0
0,721000.0,3,2.25,gas,2040,18360,2.0,poor,good,8,2040,1983,0.0
1,487275.0,4,2.5,gas,2400,3986,2.0,poor,average,8,2400,1999,0.0
1,550000.0,3,1.75,oil,1840,9401,1.0,poor,average,8,1840,1971,0.0
1,350000.0,2,1.0,oil,910,4500,1.5,poor,good,7,910,1906,0.0
1,599000.0,5,2.5,oil,2950,72309,2.0,poor,average,8,2950,2006,0.0
1,259950.0,3,1.5,electric,1240,9500,1.0,poor,good,7,1240,1955,0.0
1,240000.0,4,2.5,oil,1980,7264,2.0,poor,average,7,1980,1996,0.0
0,572000.0,3,1.5,oil,1680,13751,1.0,poor,good,7,1680,1951,0.0
1,419500.0,3,2.5,oil,1360,3188,2.0,poor,average,7,1360,1986,0.0
1,278000.0,3,1.5,oil,1900,9994,1.0,poor,average,7,1120,1960,0.0
0,925000.0,5,3.5,oil,4050,13495,1.0,average,good,9,2230,1988,0.0
1,465000.0,2,1.5,electric,1120,1201,3.0,poor,average,8,1120,1999,0.0
1,499900.0,4,2.25,oil,2360,7650,1.0,poor,average,8,1640,1963,0.0
0,832500.0,3,2.0,electric,1870,9527,1.0,poor,good,7,1870,1951,1997.0
1,220650.0,2,1.75,electric,1460,10500,1.0,poor,average,7,1460,1980,0.0
1,300000.0,5,3.0,gas,1940,6355,1.0,poor,average,8,1200,2007,0.0
1,672500.0,3,2.5,oil,2450,5760,2.0,poor,average,9,2450,2000,0.0
1,268000.0,4,1.5,other,1730,7020,1.5,poor,good,5,1730,1953,0.0
0,1400000.0,3,2.5,electric,2550,7200,2.0,average,average,10,2550,1981,2013.0
0,590000.0,4,2.5,gas,2290,11072,2.0,poor,average,9,2290,1986,0.0
1,266500.0,4,1.75,electric,1880,7632,1.0,poor,good,7,1180,1978,0.0
1,312500.0,4,1.75,gas,2280,7840,1.0,poor,average,7,1280,1957,0.0
1,225000.0,3,1.0,oil,900,6099,1.0,poor,average,6,790,1944,0.0
1,425000.0,4,1.75,gas,1980,8400,1.0,poor,average,7,1330,1968,0.0
1,329999.0,3,2.75,oil,3360,41250,1.0,poor,good,7,1820,1988,0.0
1,572000.0,5,2.25,other,2340,9225,2.0,poor,average,8,2340,1973,0.0
0,474900.0,3,2.25,oil,1800,43647,1.0,poor,good,8,1800,1976,0.0
1,450000.0,2,1.75,oil,2130,6574,1.0,poor,average,8,1500,1946,0.0
1,611000.0,2,1.0,oil,1270,5100,1.0,poor,average,7,1100,1900,0.0
0,1000000.0,4,3.5,oil,3180,12528,2.0,fair,good,9,2060,1979,0.0
0,1000000.0,5,2.75,oil,1510,5700,2.0,fair,good,7,1510,1946,0.0
1,525000.0,4,2.5,oil,3070,7200,2.0,poor,average,8,3070,2005,0.0
1,436000.0,3,2.25,gas,1800,6680,2.0,poor,average,8,1800,1983,0.0
1,588500.0,3,1.75,electric,2330,14892,1.0,poor,average,8,1970,1980,0.0
1,340000.0,4,1.75,oil,1400,8374,1.0,poor,average,7,1400,1953,0.0
0,482000.0,4,2.5,gas,2846,85377,1.5,poor,average,8,1976,2000,0.0
0,749000.0,3,2.5,oil,3380,7126,2.0,poor,average,8,3380,1965,2003.0
1,239000.0,3,1.75,electric,1470,8925,1.0,poor,good,7,1470,1957,0.0
1,385000.0,4,3.0,gas,2090,5102,1.0,poor,average,7,1350,1994,0.0
0,825000.0,4,3.25,oil,4110,14219,2.0,average,good,10,2570,1979,0.0
0,815000.0,5,3.25,electric,3230,5000,2.0,fair,average,9,2350,2002,0.0
0,690000.0,3,1.75,electric,2070,6000,1.0,good,average,8,1340,1955,0.0
1,476900.0,3,1.0,oil,1240,5758,1.5,poor,good,6,960,1910,0.0
1,567500.0,3,1.0,oil,1440,3060,1.5,poor,good,7,1440,1910,0.0
0,875000.0,3,1.5,oil,1820,12686,1.0,poor,good,7,1820,1952,0.0
1,490000.0,3,2.0,electric,2220,10275,2.0,poor,average,9,1640,1980,0.0
0,550000.0,3,1.75,electric,1670,10798,1.0,poor,good,8,1670,1962,0.0
1,385000.0,3,1.75,oil,1180,10541,1.0,poor,good,7,940,1981,0.0
0,650000.0,2,1.0,gas,1030,5750,1.0,poor,very good,8,1030,1928,0.0
0,637000.0,4,2.75,gas,2900,5803,2.0,poor,average,9,2900,2007,0.0
0,547000.0,5,2.5,electric,2200,4080,1.5,poor,very good,7,1420,1916,0.0
0,519000.0,5,2.25,gas,2570,13054,1.0,fair,average,8,1470,1950,1992.0
1,365000.0,3,1.0,oil,1090,6435,1.0,poor,good,7,1090,1955,0.0
1,430000.0,4,3.0,electric,3220,8936,2.0,poor,average,9,2450,1990,0.0
0,279000.0,2,1.0,gas,670,6300,1.0,poor,very good,6,670,1942,0.0
0,805000.0,4,1.75,gas,2360,4750,2.0,poor,very good,7,1660,1911,0.0
1,425000.0,2,1.0,electric,620,4455,1.0,poor,average,6,620,1927,0.0
0,446000.0,4,1.75,gas,1730,5922,2.0,poor,very good,7,1730,1949,0.0
1,455000.0,5,2.0,oil,2500,7860,1.0,poor,average,7,1040,1963,0.0
1,226550.0,3,1.0,oil,990,4440,1.0,poor,average,6,990,1943,0.0
1,453000.0,4,2.0,other,1880,5100,1.0,poor,average,8,1880,1952,0.0
1,219950.0,3,1.0,gas,1300,9620,1.0,poor,average,7,1300,1971,0.0
0,702500.0,3,1.5,gas,2360,6750,2.0,poor,very good,7,1930,1926,0.0
1,285000.0,3,1.5,gas,1780,12231,1.0,poor,good,8,1780,1956,0.0
